CAI Type,Entity name,Entity number,CMS number,FRN,Location ID,Street address,City,State or territory,Zip code,Longitude,Latitude,Explanation,Broadband Need,Broadband Availability
C,YWCA Walla Walla,,,,,213 S. First Ave,Walla Walla,WA,99362,-117.7824713,48.91685405,"Youth centers serve as a safe space for diverse, young community members. Supplying youth centers with 1 Gbps bridges the divide for those in low-income households or in rural communities, for which broadband service may not be available at home. Broadband service is particularly important for Washington's youth as more K-12 schoolwork is online, and providing necessary bandwidth to youth centers allows those without reliable broadband outside of the classroom a place to complete homework.",1000,0
F,Columbia County Jail ,,,,,341 East Main Street,Dayton,WA,99328,-117.978241,46.3207838,,1000,100
F,Ferry County Jail,,,,,165 North Jefferson Avenue,Republic,WA,99166,-118.7336643,48.64932401,,1000,100
F,Forks City Jail,,,,,500 E Division St,Forks,WA,98331,-124.3788852,47.95038093,,1000,40
F,Hoh Tribe Jail,,,,,500 East Division Street,Forks,WA,98331,-124.3788996,47.95038093,,1000,40
F,Quinalt Tribal Corrections Dep’t,,,,,137 Cuitan,Taholah,WA,98587,-124.294071,47.34673912,,1000,25
F,Adams County PHD #2,,,,,,,,,-118.31346,46.75328,,1000,40
F,Adams County PHD #2,,,,,,,,,-118.616,46.97197,,1000,0
F,Adams County PHD #2,,,,,,,,,-118.37249,47.1216,,1000,10
F,Aero Methow Rescue Service,,,,,,,,,-120.18343,48.47877,,1000,0
F,Aero Methow Rescue Service,,,,,,,,,-120.49378,48.64605,,1000,0
F,Almira Fire & Rescue,,,,,,,,,-118.93982,47.71163,,1000,0
F,Benton Co Fire Protection District #2,,,,,,,,,-119.53236,46.2854,,1000,25
F,Clallam County FPD # 4 (05D04),,,,,,,,,-123.53629,48.09891,,1000,60
F,Clark County Fire District 10,,,,,,,,,-122.45106,45.90971,,1000,100
F,Clark County Fire District 10,,,,,,,,,-122.41632,45.961,,1000,100
F,Cle Elum Fire Dept,,,,,,,,,-120.93853,47.19595,,1000,50
F,Colfax City Fire Department,,,,,,,,,-117.36307,46.88375,,1000,250
F,Columbia County FD #1,,,,,,,,,-118.12681,46.51953,,1000,50
F,Colville Tribal EMS,,,,,,,,,-118.97758,48.16551,,1000,0
F,Ferry Co EMS District #1,,,,,,,,,-118.74204,48.64457,,1000,100
F,Franklin County #2,,,,,,,,,-118.55541,46.64201,,1000,40
F,Franklin County PHD #1,,,,,,,,,-118.86322,46.6558,,1000,25
F,Grant County Fire District #10,,,,,,,,,-119.62591,46.90047,,1000,25
F,Grant County Fire District #12,,,,,,,,,-119.12136,47.42227,,1000,40
F,Ione Volunteer Fire Department,,,,,,,,,-117.41925,48.73978,,1000,100
F,Jefferson County Fire District #5 (16D05),,,,,,,,,-122.91673,48.04941,,1000,40
F,Joint FPD Ferry 3 Stevens 8,,,,,,,,,-118.20457,48.86686,,1000,0
F,Kittitas Co FD #7,,,,,,,,,-120.95046,47.18665,,1000,200
F,Kittitas Co FD #7,,,,,,,,,-120.90464,47.18914,,1000,50
F,Kittitas Co FD #7,,,,,,,,,-120.89623,47.25973,,1000,10
F,Kittitas County Fire District 8,,,,,,,,,-121.1777,47.23808,,1000,500
F,Kittitas Valley Fire and Rescue,,,,,,,,,-120.36996,46.91255,,1000,25
F,Klickitat County FD#4,,,,,,,,,-121.28565,45.69253,,1000,40
F,Klickitat County FPD #2 20D02,,,,,,,,,-120.30185,45.99799,,1000,0
F,LaCrosse Rescue / Whitman Co FD #8,,,,,,,,,-117.87952,46.81572,,1000,0
F,Lewis County FPD # 1,,,,,,,,,-122.71901,46.57903,,1000,100
F,Lewis County FPD #13,,,,,,,,,-123.11099,46.58699,,1000,0
F,Lewis County FPD #3,,,,,,,,,-122.48466,46.52907,,1000,100
F,Lewis County FPD #6,,,,,,,,,-123.05983,46.63377,,1000,10
F,Lincoln Co. FD 7,,,,,,,,,-118.43019,47.82693,,1000,40
F,Lincoln Co. FPD #1,,,,,,,,,-117.97595,47.29907,,1000,0
F,Loomis Fire and Aid,,,,,,,,,-119.63384,48.82186,,1000,115
F,McNeil Island Fire Dept,,,,,,,,,-122.57065,47.17911,,1000,100
F,Mineral Fire Department,,,,,,,,,-122.18037,46.7173,,1000,25
F,North Country EMS,,,,,,,,,-122.51382,45.88791,,1000,25
F,North Whatcom Fire and Rescue,,,,,,,,,-122.72486,48.98162,,1000,0
F,Northport Fire District First Response,,,,,,,,,-117.78056,48.91669,,1000,10
F,Odessa Ambulance,,,,,,,,,-118.68238,47.33121,,1000,0
F,Odessa Ambulance,,,,,,,,,-118.6893,47.33593,,1000,0
F,Okanogan County Fire District #3,,,,,,,,,-119.63384,48.82186,,1000,115
F,Okanogan County Fire District #7,,,,,,,,,-119.50645,48.50205,,1000,0
F,Palmer KCFD 47,,,,,,,,,-121.896,47.32019,,1000,100
F,Pe Ell Ambulance,,,,,,,,,-123.297,46.571,,1000,60
F,Pend Oreille FD #3,,,,,,,,,-117.06357,48.17519,,1000,10
F,Pend Oreille FD #8,,,,,,,,,-117.08534,48.08255,,1000,100
F,Pierce County FPD #16,,,,,,,,,-122.76349,47.36977,,1000,0
F,Pierce County FPD #26,,,,,,,,,-121.6141,47.11337,,1000,0
F,Pierce County FPD #27,,,,,,,,,-122.68909,47.16105,,1000,50
F,PONDERAY NEWSPRINT CO,,,,,,,,,-117.23889,48.24817,,1000,0
F,Quinault Nation Ambulance,,,,,,,,,-124.2946,47.34658,,1000,25
F,Raymond Fire Department,,,,,,,,,-123.5511,46.56072,,1000,10
F,Riverside Fire Authority,,,,,,,,,-123.03023,46.74104,,1000,75
F,San Juan County EMS,,,,,,,,,-123.02508,48.48662,,1000,10
F,Snohomish County FPD #24,,,,,,,,,-121.70688,48.26926,,1000,90
F,Snohomish County FPD #28,,,,,,,,,-121.5539,47.81988,,1000,90
F,South Cle Elum FD,,,,,,,,,-120.95178,47.18736,,1000,200
F,Spokane County FD #3,,,,,,,,,-117.38142,47.42871,,1000,50
F,Spokane County FPD #12,,,,,,,,,-117.15581,47.27903,,1000,35
F,Spokane County FPD #12,,,,,,,,,-117.22816,47.34324,,1000,10
F,Spokane Fire District #10,,,,,,,,,-117.48943,47.63249,,1000,25
F,SPOKANE TRIBAL AMBULANCE,,,,,,,,,-117.98914,47.88798,,1000,50
F,SPOKANE TRIBAL AMBULANCE,,,,,,,,,-118.23082,47.95998,,1000,50
F,St.John Fire Department,,,,,,,,,-117.58072,47.09175,,1000,250
F,Stevens Co FD #4,,,,,,,,,-117.72368,48.15662,,1000,0
F,Stevens County FPD #1,,,,,,,,,-117.56787,48.10347,,1000,60
F,Walla Walla Co FPD #6,,,,,,,,,-118.67195,46.03965,,1000,40
F,Walla Walla Co FPD #7,,,,,,,,,-118.31429,46.29839,,1000,50
F,Whatcom County FPD #16,,,,,,,,,-122.20272,48.71622,,1000,10
F,Whitman County FPD #11,,,,,,,,,-117.35541,47.00629,,1000,0
F,Whitman County FPD #12,,,,,,,,,-117.13689,46.6315,,1000,0
F,Whitman FD #14,,,,,,,,,-117.08685,46.53793,,1000,200
F,Whitman FD #14,,,,,,,,,-117.12668,46.57019,,1000,0
F,Yakima County Fire District 5,,,,,,,,,-120.08428,46.34555,,1000,40
F,Yakima County Fire District 5,,,,,,,,,-120.73041,46.38402,,1000,40
F,Yakima County Fire District 5,,,,,,,,,-120.54376,46.40278,,1000,10
F,Yakima County Fire District 5,,,,,,,,,-120.31397,46.42944,,1000,25
F,Adams County Fire District 1 / Ritzville Fire Department,,,,,206 West 1st Avenue,Ritzville,WA,99169,-118.3790122,47.12528602,,1000,0
F,Adams County Fire Protection District 7,,,,,175 Northeast Main Street,Washtucna,WA,99371,-118.312814,46.75383,,1000,10
F,Benton County Fire Protection District 5 Station 520,,,,,37301 West County Well Road,Prosser,WA,99350,-119.574678,46.186485,,1000,25
F,City of Colfax Fire Department,,,,,400 North Mill Street,Colfax,WA,99111,-117.3634637,46.88328782,,1000,250
F,Clark County Fire District 10 Station 1,,,,,21605 Northeast 399th Street,Amboy,WA,98601,-122.451689,45.910489,,1000,100
F,Columbia County Fire District 1,,,,,14 McNiel Street,Starbuck,WA,99359,-118.128478,46.517593,,1000,50
F,Conconully Volunteer Fire Department,,,,,220 Main Street,Conconully,WA,98849,-119.7502996,48.55865776,,1000,0
F,Connell Fire Department,,,,,125 West Elm Street,Connell,WA,99326,-118.867333,46.655925,,1000,50
F,Creston Fire Department,,,,,135 Southwest Creston Avenue,Creston,WA,99117,-118.520464,47.758037,,1000,10
F,Cusick Fire Department,,,,,123 First Avenue,Cusick,WA,99119,-117.2951,48.336949,,1000,100
F,Department of Energy Hanford Site - Hanford Fire Department Station 94,,,,,Near State Highway 240 and State Highway 225,Richland,WA,99351,-119.36199,46.43478,,1000,10
F,Douglas - Okanogan County Fire District 15 Methow Station 30,,,,,32 Main Street,Methow,WA,98834,-120.0034591,48.12844888,,1000,60
F,Dusty Fire Department,,,,,121 Dusty Road,Lacrosse,WA,99143,-117.652218,46.810606,,1000,100
F,Ferry / Okanogan County Fire District 13 East Lake,,,,,17101 State Highway 21 North,Republic,WA,99166,-118.729462,48.643334,,1000,100
F,Franklin County Fire District 2,,,,,89 East Weston Street,Kahlotus,WA,99335,-118.556279,46.642038,,1000,40
F,Grant County Fire District 10,,,,,336 Camelia Street Northeast,Royal City,WA,99357,-119.6222827,46.90000541,,1000,25
F,Grant County Fire District 3 Station 37,,,,,8901 Crescent Bar Road Northwest,Quincy,WA,98848,-119.9945075,47.21191081,,1000,25
F,Grant County Fire District 6,,,,,925 Willard Street,Hartline,WA,99135,-119.107343,47.690167,,1000,0
F,Grays Harbor Fire District 17 Station 1,,,,,3296 US Highway 101,Humptulips,WA,98552,-123.9531525,47.23425171,,1000,10
F,Grays Harbor Fire District 5 Station 52 Porter,,,,,13 Porter Creek Road,Elma,WA,98541,-123.3090576,46.9395742,,1000,25
F,High Prairie Fire District 14,,,,,701 Struck Road,Lyle,WA,98635,-121.184387,45.719677,,1000,10
F,Ione Volunteer Fire Department,,,,,302 South Central Avenue,Ione,WA,99139,-117.419876,48.73966,,1000,100
F,Joint Protection Ferry County Fire District 3 - Stevens County Fire District 8 Orient,,,,,350 Main Street,Orient,WA,99160,-118.203745,48.866285,,1000,0
F,King County Fire Protection District 28 Enumclaw Fire Department Station 2,,,,,35431 Veazie - Cumberland Road Southeast,Enumclaw,WA,98022,-121.9274799,47.28283447,,1000,140
F,King County Fire Protection District 47 Station 89,,,,,33536 Southeast 309th Street,Ravensdale,WA,98051,-121.897471,47.32160141,,1000,100
F,Kittitas County Fire District 1,,,,,10700 North Thorp Highway,Thorp,WA,98946,-120.673643,47.069168,,1000,50
F,Kittitas County Fire District 3,,,,,80 Cabin Creek Road,Easton,WA,98925,-121.177503,47.234454,,1000,500
F,Kittitas County Fire District 6,,,,,70 Atlantic Avenue,Ronald,WA,98940,-121.0237114,47.23398497,,1000,200
F,Klickitat County Fire District 11,,,,,500 Main Street,Wishram,WA,98673,-120.962587,45.659911,,1000,10
F,Klickitat County Fire District 9,,,,,211 Columbia Avenue,Roosevelt,WA,99356,-120.216196,45.742036,,1000,10
F,Klickitat County Fire Protection District 3 Husum,,,,,110 Main Street,Husum,WA,98623,-121.487082,45.799314,,1000,0
F,Klickitat County Rural 7 Fire and Rescue Station 1,,,,,327 West Brooks Street,Goldendale,WA,98620,-120.8272772,45.81782021,,1000,100
F,Lewis County Fire District 12 Riverside Fire Authority Station 6,,,,,2237 Lincoln Creek Road,Centralia,WA,98531,-123.206124,46.736349,,1000,25
F,Lewis County Fire District 3 Mossyrock Fire Department,,,,,137 East State Street,Mossyrock,WA,98564,-122.4848505,46.52893478,,1000,100
F,Lewis County Fire District 8 Station 3,,,,,131 Brim Road,Onalaska,WA,98570,-122.718572,46.530155,,1000,100
F,Lewis County Fire District 9 Mineral Fire Department,,,,,104 West Front Street,Mineral,WA,98355,-122.1811489,46.71763256,,1000,25
F,Lincoln County Fire District 6,,,,,308 West Willis Street,Harrington,WA,99134,-118.256001,47.48005,,1000,10
F,Makah Tribal Fire Department,,,,,141 2nd Avenue,Neah Bay,WA,98357,-124.6268797,48.36830441,,1000,10
F,Mcneil Island Fire Department,,,,,Coastal Road,Steilacoom,WA,98388,-122.60263,47.16982,,1000,100
F,North Bonneville Fire Department,,,,,Cascade Drive,North Bonneville,WA,98639,-121.954852,45.64965,,1000,100
F,North Mason Regional Fire Authority Station 83,,,,,620 Northeast Hurd Road,Tahuya,WA,98588,-123.011108,47.384727,,1000,0
F,Okanogan County Fire District 6 Winthrop Fire Department,,,,,223 Engler Street,Winthrop,WA,98862,-120.1831382,48.47886817,,1000,60
F,Okanogan County Fire District 7,,,,,101 1st Street,Riverside,WA,98849,-119.5063512,48.50223749,,1000,0
F,Okanogan County Fire Station 630,,,,,434 West 2nd Avenue,Twisp,WA,98856,-120.1295299,48.36520809,,1000,10
F,Pacific County Fire District 6,,,,,6 Harrison Street,South Bend,WA,98586,-123.953918,46.617708,,1000,0
F,Pend Oreille Fire District 6 and Rescue 6 Furport,,,,,7528 Le Clerc Road South,Newport,WA,99156,-117.1750198,48.24318146,,1000,0
F,Pierce County Fire District 26 Station 2,,,,,15922 Crystal River Ranch Road East,Enumclaw,WA,98022,-121.614223,47.113382,,1000,0
F,Roslyn Fire Department,,,,,203 South 1st Street,Roslyn,WA,98941,-120.9921655,47.22169074,,1000,10
F,Saint John Fire District 2,,,,,31 East Front Street,Saint John,WA,99171,-117.5819108,47.09183348,,1000,250
F,San Juan County Fire District 5 Shaw Island Volunteer Fire Department,,,,,1903 Ben Nevis Loop,Shaw Island,WA,98286,-122.977471,48.58187,,1000,10
F,Skagit County Fire District 17 Guemes Island Volunteer Fire Department,,,,,6310 Guemes Island Road,Anacortes,WA,98221,-122.6249819,48.55256812,,1000,100
F,Skagit County Fire District 19 Rockport Fire Department,,,,,10710 Alfred Street,Rockport,WA,98283,-121.597074,48.485576,,1000,10
F,South Cle Elum Fire Department,,,,,523 Lincoln Avenue,South Cle Elum,WA,98943,-120.9506319,47.18710388,,1000,200
F,Spokane County Fire District 11,,,,,311 West Emma Street,Rockford,WA,99030,-117.1358959,47.45213962,,1000,35
F,Spokane County Fire District 12,,,,,108 East Market Street,Latah,WA,99018,-117.1555808,47.27962853,,1000,35
F,Spokane County Fire District 3 Station 36 Spangle,,,,,235 West 2nd Street,Spangle,WA,99031,-117.3775416,47.4290167,,1000,50
F,Stevens County Fire District 1 Station 6 Ford,,,,,5227 Main Street,Ford,WA,99013,-117.8049223,47.90899901,,1000,0
F,Stevens County Fire District 1 Station 7 Springdale,,,,,52 West Aspen Avenue,Springdale,WA,99173,-117.743377,48.055013,,1000,0
F,Stevens County Fire District 11 Northport Station 2,,,,,315 Summit Avenue,Northport,WA,99157,-117.7811392,48.91735251,,1000,0
F,Stevens County Fire District 2 Station 210,,,,,5030B Lemon Avenue,Hunters,WA,99137,-118.2014181,48.11813821,,1000,0
F,Stevens County Fire District 5 Station 51 Addy,,,,,1386 Hall Street,Addy,WA,99101,-117.8369386,48.35789083,,1000,0
F,Taholah Fire Department,,,,,137 West Cuitan Street,Taholah,WA,98587,-124.294071,47.34673912,,1000,25
F,Walla Walla County Fire District 6,,,,,171 1st Street,Touchet,WA,99360,-118.6714267,46.03912548,,1000,25
F,Walla Walla County Fire District 7,,,,,108 South D Street,Prescott,WA,99348,-118.3147191,46.29940536,,1000,50
F,Whatcom County Fire District 8 Station 34,,,,,2600 MacKenzie Road,Bellingham,WA,98225,-122.6684217,48.73590408,,1000,100
F,Whitman County Fire District 10,,,,,108 North 2nd Street,Farmington,WA,99128,-117.046239,47.091038,,1000,35
F,Whitman County Fire District 11,,,,,31 State Highway 23,Colfax,WA,99111,-117.352677,47.004253,,1000,0
F,Whitman County Fire District 14 Station 1,,,,,803 Depot Street,Colton,WA,99113,-117.126955,46.569889,,1000,200
F,Whitman County Fire District 5,,,,,308 8th Street,Lamont,WA,99017,-117.908412,47.200039,,1000,0
F,Whitman County Fire District 6,,,,,326 East Street,Endicott,WA,99125,-117.684473,46.92752,,1000,100
F,Whitman Fire District 7 Thornton Fire Station 72,,,,,4706 Old Thornton Highway,Thornton,WA,99176,-117.3921897,47.12259531,,1000,10
F,Yakima County Fire District 14 Nile - Cliffdell Fire - Rescue Department Station 10 Gold Creek,,,,,8530 State Highway 410,Naches,WA,98937,-120.915867,46.807938,,1000,115
F,Yakima County Fire District 5 Station 6 Wapato,,,,,205 South Frontage Road,Wapato,WA,98951,-120.4208085,46.429058,,1000,10
F,COLFAX POLICE DEPARTMENT,,,,,400 NORTH MILL STREET,COLFAX,WA,99111,-117.3634637,46.88328782,,1000,250
F,COLUMBIA COUNTY SHERIFFS OFFICE / COLUMBIA COUNTY JAIL,,,,,341 EAST MAIN STREET,DAYTON,WA,99328,-117.978241,46.3207838,,1000,100
F,FERRY COUNTY SHERIFF / FERRY COUNTY JAIL,,,,,175 NORTH JEFFERSON STREET,REPUBLIC,WA,99166,-118.7336696,48.6493657,,1000,100
F,FORKS POLICE DEPARTMENT,,,,,500 EAST DIVISION STREET,FORKS,WA,98331,-124.3788996,47.95038093,,1000,40
F,LUMMI TRIBAL POLICE,,,,,2616 KWINA ROAD,BELLINGHAM,WA,98226,-122.62467,48.795279,,1000,100
F,MATTAWA POLICE DEPARTMENT,,,,,521 GOVERNMENT WAY,MATTAWA,WA,99349,-119.899518,46.737513,,1000,10
F,MOSSYROCK POLICE DEPARTMENT,,,,,231 EAST STATE STREET,MOSSYROCK,WA,98564,-122.4827161,46.52887882,,1000,100
F,PIERCE COUNTY SHERIFFS DEPARTMENT - MOUNTAIN DETACHMENT,,,,,40407 EATONVILLE CUTOFF ROAD EAST,EATONVILLE,WA,98328,-122.3026118,46.88955893,,1000,10
F,RIDGEFIELD POLICE DEPARTMENT,,,,,116 NORTH MAIN AVENUE,RIDGEFIELD,WA,98642,-122.7461254,45.8155983,,1000,50
F,RITZVILLE POLICE DEPARTMENT,,,,,215 NORTH ADAMS STREET,RITZVILLE,WA,99169,-118.3817644,47.12631737,,1000,10
F,ROYAL CITY POLICE DEPARTMENT,,,,,445 CAMELIA STREET NORTHEAST,ROYAL CITY,WA,99357,-119.623055,46.90001312,,1000,25
F,WASHINGTON STATE PATROL - GRANDVIEW,,,,,173905 WEST INTERSTATE 82,GRANDVIEW,WA,98930,-119.858213,46.248124,,1000,10
F,Columbia County Public Safety Communications ,,,,,341 E. Main Street,Dayton,WA,99328,-117.9782347,46.32078666,,1000,100
F,Ferry County E911  ,,,,,175 N. Jefferson,Republic,WA,99166,-118.7336704,48.64937213,,1000,100
G,Cle Elum City Hall,,,,,119 West 1st,Cle Elum,WA,98922,-120.9388462,47.19478301,,1000,50
G,Colfax City Hall,,,,,N 400 Mill St,Colfax,WA,99111,-117.3631157,46.88198418,,1000,250
G,Creston Town Hall,,,,,SE 100 Creston Ave,Creston,WA,99117,-118.519852,47.75816353,,1000,10
G,Dayton City Hall,,,,,111 S First,Dayton,WA,99328,-117.9807296,46.31974654,,1000,100
G,EDC Board member,,,,,303 6th St.,Davenport,WA,99122,-118.1497386,47.6523506,,1000,40
G,Endicott Town Hall,,,,,201 C St,Endicott,WA,99125,-117.6858024,46.93011644,,1000,100
G,Fairfield Town Hall,,,,,218 E Main,Fairfield,WA,99012,-117.171005,47.38515154,,1000,35
G,Farmington Town Hall,,,,,PO Box 65,Farmington,WA,99128,-117.0455992,47.09005554,,1000,35
G,Ferry County,,,,,350 E Delaware,Republic,WA,99166,-118.7355172,48.64893044,,1000,100
G,Ferry County Juvenile Court,,,,,350 E Delaware Ave,Republic,WA,99166,-118.7350749,48.64892172,,1000,100
G,Ferry County Superior Court,,,,,350 E Delaware Ave,Republic,WA,99166,-118.7350749,48.64892172,,1000,100
G,Harrah Town Hall,,,,,11 E Pioneer,Harrah,WA,98933,-120.5426562,46.40358878,,1000,10
G,Harrington City Hall,,,,,11 S Third St,Harrington,WA,99134,-118.2545672,47.47896187,,1000,10
G,Index Town Hall,,,,,511 Ave A,Index,WA,98256,-121.5557844,47.81967157,,1000,90
G,Ione Town Hall,,,,,207 Houghton,Ione,WA,99139,-117.4180494,48.74182348,,1000,100
G,Kahlotus City Hall,,,,,E 130 Weston,Kahlotus,WA,99335,-118.5562274,46.64224785,,1000,40
G,Krupp Town Hall,,,,,299 N Urquhart Ave,Krupp,WA,98832,-118.9842257,47.40817654,,1000,0
G,LaCrosse Town Hall,,,,,107 S Main,LaCrosse,WA,99143,-117.8799604,46.81532509,,1000,0
G,Latah Town Hall,,,,,PO Box 130,Latah,WA,99018,-117.1553402,47.27960307,,1000,35
G,Lincoln County,,,,,450 Logan St,Davenport,WA,99122,-118.1479255,47.65493605,,1000,40
G,Lincoln County Juvenile Court,,,,,450 Logan St,Davenport,WA,99122,-118.1479216,47.65488595,,1000,40
G,Lincoln County Superior Court,,,,,450 Logan St,Davenport,WA,99122,-118.1479216,47.65488595,,1000,40
G,Lind Town Hall,,,,,116 1/2 West 2nd,Lind,WA,99341,-118.6169955,46.97197882,,1000,0
G,Malden Town Hall,,,,,W 204 Morland Ave,Malden,WA,99149,-117.4750556,47.22870213,,1000,35
G,Metaline Falls Town Hall,,,,,203 E 5th,Metaline Falls,WA,99153,-117.371001,48.86242293,,1000,100
G,Metaline Town Hall,,,,,101 Housing Dr,Metaline,WA,99152,-117.3922346,48.84863784,,1000,100
G,Northport Town Hall,,,,,315 Summit Ave,Northport,WA,99157,-117.7810549,48.91733516,,1000,0
G,Pe Ell Town Hall,,,,,111 S Main St,Pe Ell,WA,98572,-123.2977672,46.57330511,,1000,40
G,Pend Oreille County,,,,,625 W 4th,Newport,WA,99156,-117.0468645,48.17801781,,1000,10
G,Prescott City Hall,,,,,108 D St,Prescott,WA,99348,-118.3147359,46.30017417,,1000,50
G,Rainier City Hall,,,,,102 Rochester St,Rainier,WA,98576,-122.6899364,46.8888893,,1000,50
G,Ritzville City Hall,,,,,216 E Main Ave,Ritzville,WA,99169,-118.3789807,47.12828911,,1000,60
G,Rockford Town Hall,,,,,W 20 Emma St,Rockford,WA,99030,-117.1333678,47.45236254,,1000,35
